Prediction,Correct
0.5514018691588785,0
1.0,0
1.0,1
0.7,1
0.0,0
0.3742058449809403,1
1.0,1
1.0,0
0.460989010989011,0
1.0,0
0.0,1
1.0,0
1.0,1
0.45054945054945056,0
1.0,1
0.4530617574095835,0
0.4583333333333333,0
0.9615384615384616,1
0.41847826086956524,0
0.4337059742757543,1
0.8854166666666666,0
0.3624401913875598,0
0.3742058449809403,0
0.25,0
1.0,0
0.45235531628532977,0
1.0,1
0.3742058449809403,1
0.0,0
0.4530617574095835,0
0.2835164835164835,1
1.0,1
1.0,0
0.9545454545454546,0
0.5249516441005803,1
1.0,1
1.0,0
0.0,0
0.4337059742757543,0
0.0,0
1.0,0
0.6293823038397329,0
0.12568306010928962,0
0.4558892173642446,1
1.0,0
0.5,0
0.2835164835164835,0
0.8571428571428571,1
1.0,1
0.5,1
0.3742058449809403,0
0.4,1
0.0,0
0.4018976618095561,0
1.0,1
0.4444444444444444,0
0.3333333333333333,0
0.460989010989011,0
0.5368298368298369,1
0.0,0
0.46466165413533833,0
0.5,0
0.8395061728395061,1
0.0,1
0.2962962962962963,0
0.631578947368421,0
0.4358974358974359,1
0.5,0
0.0,1
0.8636363636363636,0
0.4558892173642446,0
0.44387755102040816,0
0.5064935064935064,0
0.43243243243243246,1
0.0,0
0.5641025641025641,0
0.8095238095238095,1
0.22727272727272727,0
0.2857142857142857,0
1.0,1
1.0,1
0.0,1
0.5,1
0.3318925014095095,1
0.875,1
0.0,1
0.45235531628532977,0
0.43243243243243246,1
0.0,1
0.5257958287596048,1
0.8227848101265823,1
1.0,0
0.8804347826086957,1
0.5224719101123596,0
1.0,1
1.0,1
1.0,0
0.3624401913875598,0
0.4688044614848379,0
0.8,1
0.7333333333333333,1
0.5714285714285714,1
0.4671248142644874,1
0.42424242424242425,1
0.47229114971050457,0
1.0,1
0.4,0
0.460989010989011,0
0.3742058449809403,0
1.0,1
0.44193857965451055,1
0.4558892173642446,1
0.3318925014095095,1
0.3742058449809403,0
0.6226415094339622,1
0.3742058449809403,1
0.0,1
0.6532951289398281,1
0.4444444444444444,1
0.6551724137931034,1
0.8333333333333334,1
0.95,1
0.4295774647887324,1
0.7272727272727273,0
0.38095238095238093,1
0.0,0
0.5076923076923077,0
0.0,1
1.0,0
0.47058823529411764,0
0.44193857965451055,0
0.4431137724550898,0
0.0,0
0.4671248142644874,0
0.5455174003226549,0
0.25,1
0.4558892173642446,1
0.7142857142857143,1
0.4671248142644874,1
1.0,1
0.0,1
0.0,1
0.3333333333333333,0
0.5578231292517006,1
0.9743589743589743,1
0.4558892173642446,1
0.6666666666666666,1
0.39695162359178265,0
0.4337059742757543,0
0.8333333333333334,0
0.0,0
1.0,0
0.0,1
0.5882352941176471,0
0.46331304069208584,1
0.0,1
0.13043478260869565,0
0.9,1
0.44193857965451055,0
0.0,0
0.9411764705882353,1
0.8076923076923077,1
0.5031055900621118,0
0.4155844155844156,1
0.43478260869565216,0
0.44761904761904764,0
0.6107178968655207,1
0.0,1
0.5,1
0.0,1
0.3742058449809403,0
1.0,0
0.75,1
0.5,0
0.873015873015873,0
1.0,1
0.5147794452023647,1
1.0,0
0.4,1
0.6666666666666666,0
0.4676470588235294,1
0.4225352112676056,1
0.0,0
0.5147794452023647,0
0.5359712230215827,0
0.0,0
0.25,0
0.5594031531531531,1
1.0,1
0.930635838150289,1
0.3742058449809403,0
0.5,1
0.7959183673469388,1
0.5945945945945946,1
0.5060422960725075,0
1.0,1
0.5455174003226549,0
0.75,1
0.9429824561403509,1
0.8709677419354839,0
0.36885245901639346,0
0.42572062084257206,0
0.0,0
0.3742058449809403,0
0.5714285714285714,1
0.5257958287596048,0
0.0,0
0.35714285714285715,0
0.47411167512690355,0
0.6190476190476191,0
0.0,0
0.4,0
1.0,1
0.5368298368298369,0
1.0,1
1.0,0
0.5294117647058824,1
0.7142857142857143,1
0.37777777777777777,0
0.64,1
0.31896551724137934,0
0.42857142857142855,0
0.0,0
0.8571428571428571,1
0.5257958287596048,1
1.0,1
0.0,0
0.75,1
0.4,1
0.5,1
0.3333333333333333,0
0.0,1
1.0,1
0.3333333333333333,1
0.5,0
0.6276595744680851,1
1.0,1
0.6842105263157895,0
0.3742058449809403,0
1.0,1
0.516100957354221,0
0.5,1
0.5455174003226549,1
0.4,1
0.3318925014095095,0
0.45235531628532977,1
0.6774193548387096,1
0.5,1
0.4155844155844156,1
0.0,1
0.5,0
0.35714285714285715,0
0.9310344827586207,1
0.7959183673469388,0
0.49945414847161573,0
0.5416666666666666,1
0.5249516441005803,0
0.8571428571428571,1
0.460989010989011,0
0.12568306010928962,1
0.4558892173642446,0
0.4337059742757543,1
0.6769394261424017,1
1.0,1
0.6105263157894737,0
0.5254237288135594,1
0.6157894736842106,0
0.42857142857142855,0
0.0,0
0.3318925014095095,0
1.0,1
1.0,0
0.3841059602649007,0
1.0,1
0.4155844155844156,0
0.4337059742757543,0
0.7142857142857143,1
0.8552631578947368,0
0.47224926971762415,1
0.3318925014095095,0
0.5,1
0.4482758620689655,0
0.4530617574095835,0
0.44408427876823336,0
0.0,0
0.4666666666666667,0
0.46153846153846156,0
1.0,1
1.0,0
0.7297297297297297,0
0.0,1
0.44782168186423504,0
0.3318925014095095,0
0.7,1
1.0,1
1.0,0
1.0,0
1.0,1
0.8,1
0.0,1
0.39695162359178265,1
1.0,1
0.47411167512690355,1
0.5249516441005803,0
0.6,1
0.3333333333333333,0
0.0,1
1.0,1
0.5455174003226549,0
0.9310344827586207,1
0.0,0
0.47435897435897434,0
0.5348679756262694,0
1.0,1
0.6666666666666666,1
0.6865671641791045,0
0.49945414847161573,1
0.0,0
0.6624472573839663,1
0.475,0
0.8135593220338984,1
0.4166666666666667,0
0.5641025641025641,1
0.9545454545454546,1
0.4603174603174603,1
1.0,1
0.9512195121951219,1
0.7142857142857143,0
0.75,1
1.0,1
0.6717171717171717,1
0.0,0
0.6649746192893401,1
0.5,0
0.0,1
1.0,0
0.0,1
0.0,1
0.5,1
0.4444444444444444,0
0.4470588235294118,1
0.5647058823529412,1
0.625,0
0.9523809523809523,1
0.5,0
1.0,1
0.4337059742757543,0
0.47224926971762415,1
0.3624401913875598,1
0.6952380952380952,0
0.6666666666666666,1
0.6935483870967742,0
0.7094017094017094,1
0.9117647058823529,1
0.0,0
1.0,1
0.44782168186423504,0
0.49945414847161573,0
0.4337059742757543,0
0.0,0
0.6956521739130435,0
0.5,0
0.3318925014095095,0
0.46466165413533833,1
0.0,1
0.5,0
0.0,0
0.0,0
0.5368298368298369,0
0.44193857965451055,0
1.0,0
0.5217391304347826,1
0.9117647058823529,1
1.0,1
0.6083333333333333,1
1.0,1
0.4558892173642446,0
0.0,0
0.45235531628532977,0
0.47107438016528924,0
1.0,1
1.0,1
0.3318925014095095,0
0.0,0
0.0,1
0.5,1
0.90625,1
0.6741573033707865,0
1.0,1
0.3742058449809403,0
0.5994500458295142,0
0.5110132158590308,1
0.5217391304347826,0
0.5555555555555556,1
0.5172413793103449,0
0.9166666666666666,1
0.3950617283950617,1
1.0,1
0.5131578947368421,1
0.0,1
0.0,0
0.5945945945945946,1
0.0,0
0.2,0
0.7094017094017094,0
0.4583333333333333,0
0.42857142857142855,1
1.0,1
0.8571428571428571,1
0.3318925014095095,1
0.5594031531531531,1
0.4530617574095835,0
1.0,1
0.4671248142644874,1
0.46938775510204084,0
0.4339622641509434,1
0.0,1
0.4155844155844156,1
0.44193857965451055,1
0.5909090909090909,0
0.46218487394957986,0
0.6363636363636364,1
0.46956521739130436,1
0.7777777777777778,0
0.42857142857142855,0
0.4688044614848379,1
0.4688044614848379,0
0.4,0
0.35714285714285715,0
1.0,1
0.41920644048303624,1
0.975609756097561,1
1.0,0
0.5,1
0.8,1
0.4337059742757543,1
0.4,0
0.4189189189189189,1
0.5,1
0.3742058449809403,0
0.39695162359178265,0
0.46331304069208584,0
1.0,0
0.45235531628532977,1
0.0,0
0.40543161978661496,0
0.3742058449809403,1
0.75,1
0.3742058449809403,0
0.41920644048303624,1
1.0,0
0.4337059742757543,1
0.5333333333333333,0
0.5666666666666667,0
0.6293823038397329,1
0.3333333333333333,1
0.4189189189189189,1
0.5,1
0.0,1
0.4671248142644874,0
0.3742058449809403,0
0.8816793893129771,1
0.3333333333333333,0
1.0,0
0.5,1
0.2,0
0.41920644048303624,1
0.9310344827586207,1
1.0,0
0.0,1
0.3742058449809403,1
1.0,1
0.25,0
0.4337059742757543,1
1.0,0
0.0,0
0.9764705882352941,1
0.23076923076923078,0
0.0,0
0.0,0
0.5,1
1.0,0
1.0,1
1.0,1
0.5,1
0.7840909090909091,1
0.3333333333333333,1
0.47368421052631576,0
0.8028169014084507,0
0.47796610169491527,0
0.4671248142644874,0
0.6,1
0.25,0
0.46551724137931033,1
0.5257958287596048,1
0.41544117647058826,0
0.9420289855072463,1
0.4558892173642446,0
0.0,1
1.0,1
0.3318925014095095,1
0.0,1
1.0,1
0.7959183673469388,1
0.4530617574095835,1
1.0,0
0.5404780262143408,0
0.6032482598607889,1
1.0,1
0.5384615384615384,1
0.4337059742757543,0
0.6,1
0.44408427876823336,0
0.40543161978661496,0
1.0,1
0.0,0
1.0,1
0.5,0
0.56,0
1.0,0
0.5909090909090909,1
0.4558892173642446,0
0.0,1
0.3333333333333333,0
1.0,1
0.4444444444444444,1
0.8181818181818182,1
0.5031055900621118,1
0.8133333333333334,1
0.5594031531531531,1
1.0,0
0.39695162359178265,1
0.0,1
0.4688044614848379,1
0.1606425702811245,0
0.0,1
0.625,1
0.2835164835164835,1
1.0,1
0.4558892173642446,1
0.3742058449809403,0
0.4889406286379511,0
1.0,0
1.0,0
0.6088709677419355,0
0.3318925014095095,0
0.44408427876823336,0
0.0,0
0.6149425287356322,1
0.48,0
1.0,0
0.465625,1
0.4558892173642446,1
0.5384615384615384,0
1.0,1
0.44,0
0.33497536945812806,0
0.0,1
0.8494623655913979,1
0.4411764705882353,0
0.3742058449809403,1
0.6032482598607889,1
0.5,0
0.4688044614848379,0
0.4058759521218716,0
0.5368298368298369,1
0.6,1
0.0,1
0.6717171717171717,0
0.0,1
1.0,0
0.3742058449809403,0
0.5076923076923077,1
0.5641025641025641,1
0.6666666666666666,0
0.5870967741935483,0
0.2222222222222222,1
0.39628040057224606,0
0.0,1
0.36363636363636365,1
0.35714285714285715,1
0.3318925014095095,1
0.41544117647058826,0
1.0,0
0.0,0
1.0,1
0.9591836734693877,0
0.5368298368298369,0
0.4444444444444444,0
0.5025316455696203,0
0.3333333333333333,1
0.9545454545454546,1
0.4671248142644874,1
0.9230769230769231,1
1.0,0
0.4098360655737705,0
0.6666666666666666,1
0.0,0
0.849624060150376,1
0.4530617574095835,0
0.6046511627906976,1
0.0,0
0.3742058449809403,0
0.4337059742757543,0
0.4,0
1.0,1
0.7142857142857143,1
0.5652173913043478,0
0.8333333333333334,1
0.42857142857142855,0
0.4671248142644874,0
1.0,1
0.4688044614848379,0
1.0,0
0.0,1
0.21875,0
0.5994500458295142,0
0.5263157894736842,1
0.41847826086956524,1
0.0,1
0.6666666666666666,0
0.5630252100840336,1
0.7894736842105263,1
0.15384615384615385,1
0.7142857142857143,1
0.39695162359178265,0
0.0,0
1.0,1
0.6666666666666666,1
0.44408427876823336,0
0.8181818181818182,1
0.0,1
0.45235531628532977,1
0.5,1
0.0,0
0.8,1
0.45235531628532977,1
0.3393854748603352,0
0.0,0
0.6129032258064516,1
0.45235531628532977,1
0.6,1
0.4671248142644874,1
1.0,1
1.0,0
0.5,1
1.0,1
0.41920644048303624,1
0.0,0
0.5151515151515151,1
0.0,0
1.0,1
0.0,1
0.465625,1
0.8977272727272727,1
0.44110275689223055,0
0.46308724832214765,0
0.6,1
0.5368298368298369,0
1.0,1
0.0,1
0.3742058449809403,1
0.6,0
0.3742058449809403,0
0.4018976618095561,1
0.0,1
0.6853146853146853,0
0.4936708860759494,0
0.8914728682170543,1
0.4666666666666667,1
0.6580406654343808,1
0.4688044614848379,1
0.5,1
0.0,1
1.0,0
0.6853146853146853,0
0.3711340206185567,1
0.5982142857142857,1
0.1111111111111111,1
1.0,0
0.3318925014095095,1
0.0,1
0.5,0
0.5257958287596048,1
0.5,1
0.955,1
0.4018976618095561,0
0.4337059742757543,1
1.0,1
1.0,1
0.3333333333333333,0
0.4018976618095561,1
0.8235294117647058,1
0.44193857965451055,0
0.3742058449809403,1
0.0,0
0.3333333333333333,0
0.5368298368298369,1
1.0,0
0.6853146853146853,0
0.7692307692307693,1
0.4444444444444444,0
0.5368298368298369,1
0.3318925014095095,0
1.0,1
0.2,0
0.9375,1
0.5,1
0.0,0
0.5,1
0.8970588235294118,1
0.8,0
0.40963855421686746,1
0.42857142857142855,0
0.4444444444444444,0
0.5368298368298369,1
0.5368298368298369,1
0.4889406286379511,0
0.4558892173642446,0
1.0,0
1.0,0
0.9174311926605505,1
1.0,1
0.3333333333333333,0
0.44193857965451055,1
1.0,1
0.3742058449809403,0
0.3624401913875598,0
1.0,1
0.4552238805970149,1
0.42105263157894735,0
0.3318925014095095,0
1.0,1
0.7894736842105263,0
0.4671248142644874,1
0.5310344827586206,0
0.8205128205128205,1
0.7058823529411765,0
0.6830985915492958,1
0.8,1
0.37142857142857144,0
1.0,1
0.4558892173642446,1
0.5348679756262694,1
0.6666666666666666,0
0.4444444444444444,1
0.4,0
0.5455174003226549,1
1.0,0
0.4552238805970149,0
0.6170212765957447,0
1.0,1
1.0,1
0.4337059742757543,0
0.43103448275862066,0
0.46875,1
0.6039603960396039,1
0.3742058449809403,0
0.4688044614848379,1
0.556687898089172,1
0.775,1
0.0,1
0.7368421052631579,0
0.0,0
1.0,0
0.0,0
0.5,0
0.2,0
0.4444444444444444,1
0.4337059742757543,0
0.0,1
0.4098360655737705,1
0.42857142857142855,0
0.37209302325581395,1
0.0,1
0.0,0
0.44193857965451055,1
0.16666666666666666,0
0.875,1
1.0,1
0.0,1
0.8333333333333334,0
0.7,1
0.5481651376146789,1
0.5502645502645502,1
0.6923076923076923,0
0.3318925014095095,1
0.4676470588235294,0
0.5348679756262694,1
0.48148148148148145,1
0.9857142857142858,1
0.8660714285714286,1
0.43870967741935485,1
0.46831530139103555,1
0.0,1
0.3318925014095095,1
0.0,1
0.0,0
0.4444444444444444,0
0.44761904761904764,0
0.4530617574095835,0
1.0,1
0.7627118644067796,1
0.3333333333333333,0
0.0,1
0.5,1
0.6088709677419355,1
0.8409090909090909,1
0.5455174003226549,1
1.0,0
0.0,1
0.3742058449809403,0
0.891566265060241,1
0.3742058449809403,0
0.8709677419354839,1
1.0,1
0.5,0
0.0,1
0.5,0
0.9310344827586207,1
0.4329896907216495,0
0.75,1
1.0,1
0.6666666666666666,1
0.4337059742757543,0
0.3742058449809403,0
0.0,0
0.8709677419354839,0
0.6338028169014085,1
0.3125,0
0.0,1
0.6956521739130435,0
0.5739750445632799,0
0.8,0
0.7115384615384616,1
0.8333333333333334,1
0.3742058449809403,1
0.3318925014095095,0
0.9107142857142857,1
0.5,0
0.4166666666666667,1
1.0,1
0.5147794452023647,1
0.46331304069208584,0
0.45235531628532977,1
0.5555555555555556,0
0.44761904761904764,0
1.0,1
1.0,0
0.5994500458295142,1
0.4530617574095835,0
0.8125,1
0.5333333333333333,0
0.8208955223880597,1
0.9098360655737705,1
0.5,1
0.0,1
0.0,0
0.660377358490566,0
0.0,1
0.34782608695652173,1
0.4688044614848379,1
0.8983050847457628,1
0.45235531628532977,0
0.5455174003226549,0
0.5,0
0.8322981366459627,0
0.625,0
0.2,0
0.4146341463414634,0
0.5147794452023647,1
0.45235531628532977,0
0.42166855417138543,1
1.0,1
0.4018976618095561,0
0.4222539229671897,1
0.7142857142857143,1
0.0,0
0.8807339449541285,1
0.4166666666666667,1
1.0,1
0.4530617574095835,1
0.8818897637795275,1
0.45235531628532977,0
0.3220338983050847,0
0.801980198019802,1
0.49945414847161573,1
0.0,1
0.45235531628532977,1
1.0,1
0.0,0
0.42166855417138543,1
0.5368298368298369,1
0.46466165413533833,0
0.41920644048303624,1
0.6853146853146853,1
0.0,0
0.0,1
0.5625,0
0.7037037037037037,1
0.8333333333333334,1
0.3742058449809403,0
0.0,0
0.9912663755458515,1
0.0,0
0.4444444444444444,1
1.0,0
0.75,1
0.3333333333333333,0
0.46153846153846156,0
0.5862068965517241,1
0.460989010989011,1
1.0,1
0.5404780262143408,1
1.0,0
1.0,1
0.0,1
0.4337059742757543,1
0.13333333333333333,0
0.41333333333333333,0
0.8571428571428571,1
0.8181818181818182,0
0.0,0
1.0,1
0.5368298368298369,0
0.4166666666666667,0
1.0,0
0.8571428571428571,1
0.4688044614848379,0
1.0,1
1.0,1
0.5,1
0.6666666666666666,1
0.41920644048303624,1
0.5428571428571428,1
1.0,0
0.8275862068965517,1
0.4558892173642446,1
0.5994500458295142,1
0.6333333333333333,0
0.41935483870967744,0
0.0,0
0.4337059742757543,1
0.503800217155266,0
0.42166855417138543,0
0.6,0
0.4583333333333333,1
0.5994500458295142,0
0.5,1
0.3742058449809403,0
1.0,0
0.8679245283018868,1
0.5647058823529412,1
0.5,1
0.0,1
0.7666666666666667,1
0.9827586206896551,1
1.0,0
0.0,0
0.28,1
1.0,1
0.5487804878048781,0
0.45235531628532977,1
0.5,0
0.3742058449809403,0
0.0,1
1.0,1
0.41379310344827586,0
1.0,1
0.0,1
0.5594031531531531,1
0.0,0
0.65625,0
0.3153153153153153,0
0.40194174757281553,0
0.5705882352941176,0
0.0,0
0.4688044614848379,0
0.14285714285714285,0
1.0,0
0.3333333333333333,0
0.9193548387096774,0
0.45077720207253885,1
0.3624401913875598,0
0.9813664596273292,1
1.0,1
0.9560439560439561,1
0.5,1
0.0,0
1.0,1
1.0,1
0.3742058449809403,1
0.0,1
0.4731182795698925,0
0.5461538461538461,1
0.5384615384615384,1
1.0,1
0.5249516441005803,0
1.0,1
0.4838709677419355,0
1.0,1
1.0,0
0.41920644048303624,1
0.6086956521739131,0
0.7310924369747899,0
0.45454545454545453,1
1.0,0
0.3742058449809403,0
0.49945414847161573,0
0.9451219512195121,1
1.0,1
0.5249516441005803,1
0.8795180722891566,1
0.6666666666666666,1
0.5,0
1.0,1
0.6132971506105834,1
0.5,1
0.0,0
1.0,1
0.5625,0
0.75,1
0.6,1
0.31896551724137934,1
0.49945414847161573,1
0.0,1
0.3742058449809403,0
0.0,1
0.8631578947368421,1
0.6132971506105834,0
0.0,0
1.0,1
0.8333333333333334,0
0.9090909090909091,1
0.12568306010928962,0
0.45235531628532977,0
0.3318925014095095,0
0.3742058449809403,0
0.3333333333333333,1
0.3742058449809403,0
1.0,1
0.0,1
0.46831530139103555,0
0.5,0
0.4930232558139535,1
1.0,1
1.0,0
0.6666666666666666,0
0.3333333333333333,0
0.8080808080808081,0
0.8571428571428571,0
0.551948051948052,1
0.8494623655913979,1
0.0,0
0.3318925014095095,0
0.5404780262143408,0
1.0,1
0.6,1
0.42857142857142855,0
0.9560439560439561,1
0.3742058449809403,1
1.0,0
0.0,1
0.8955223880597015,1
0.12,0
0.49122807017543857,0
1.0,1
0.0,1
0.35714285714285715,0
0.4,0
0.45235531628532977,1
0.0,0
0.8,1
0.47058823529411764,1
0.36885245901639346,1
0.46331304069208584,0
0.5652173913043478,0
0.7823529411764706,1
0.47058823529411764,0
1.0,1
0.5,1
0.9375,1
0.8679245283018868,1
0.6538461538461539,1
0.3742058449809403,0
0.4558892173642446,0
0.75,1
0.3742058449809403,0
0.8631578947368421,1
1.0,0
0.0,0
0.4337059742757543,0
0.0,1
0.457002457002457,1
0.42166855417138543,0
1.0,1
0.6666666666666666,1
0.6086956521739131,0
0.6717171717171717,1
0.44408427876823336,1
1.0,1
0.8818897637795275,1
0.5151515151515151,0
0.4337059742757543,0
0.9915966386554622,1
1.0,1
0.0,1
1.0,0
1.0,0
0.0,1
0.44680851063829785,1
0.65,1
0.25,0
0.0,0
1.0,0
0.9171974522292994,1
0.36,0
0.5,0
0.3318925014095095,0
0.3333333333333333,0
0.6769394261424017,0
1.0,1
0.9615384615384616,1
0.5455174003226549,1
1.0,1
0.0,0
0.4889406286379511,0
1.0,1
1.0,1
0.45235531628532977,1
0.0,1
0.6107954545454546,0
1.0,0
0.47297297297297297,0
0.4772727272727273,0
0.38,0
0.8266666666666667,1
0.0,0
1.0,0
1.0,0
0.5217391304347826,1
0.9532710280373832,0
1.0,0
0.75,1
0.4558892173642446,1
0.45454545454545453,1
0.460989010989011,0
0.0,0
0.5,0
0.3318925014095095,1
0.0,0
0.0,1
0.0,1
0.983739837398374,1
1.0,1
1.0,0
0.0,0
0.42166855417138543,0
0.6666666666666666,0
0.3318925014095095,1
0.8421052631578947,1
0.48148148148148145,1
0.0,1
0.8181818181818182,1
0.6666666666666666,0
0.5463917525773195,0
0.0,0
0.8181818181818182,1
1.0,0
0.3742058449809403,0
1.0,1
0.465625,0
0.4676470588235294,1
0.0,1
0.5076923076923077,0
1.0,1
0.4337059742757543,1
0.42166855417138543,0
0.0,0
0.9545454545454546,1
0.4792243767313019,0
1.0,0
0.42857142857142855,0
1.0,1
0.0,0
1.0,0
0.0,1
0.8666666666666667,1
0.3333333333333333,1
0.0,1
0.625,0
0.0,1
0.3333333333333333,0
0.75,0
0.24812030075187969,1
0.6956521739130435,1
0.94,1
0.4,0
0.6824034334763949,1
0.0,1
0.6533333333333333,1
0.0,1
0.6086956521739131,1
0.45235531628532977,0
1.0,1
0.0,1
0.48771929824561405,0
0.0,0
1.0,1
0.625,0
1.0,1
0.41847826086956524,1
0.9655172413793104,1
0.3333333333333333,0
0.3287671232876712,0
0.5,1
0.4337059742757543,0
0.75,1
0.4058759521218716,1
0.84375,1
0.3157894736842105,0
0.9354838709677419,1
0.8,1
0.6666666666666666,1
0.0,0
0.556687898089172,1
1.0,0
0.8977272727272727,0
0.5454545454545454,1
0.7761194029850746,0
0.7272727272727273,1
0.7622377622377622,1
0.44408427876823336,0
1.0,1
0.4930232558139535,0
0.9411764705882353,1
0.4337059742757543,0
1.0,0
0.75,1
0.6032482598607889,1
1.0,1
0.6835443037974683,0
0.9764705882352941,1
0.5,0
0.5,1
0.4296875,0
0.5455174003226549,1
0.25,1
0.8571428571428571,1
0.8854166666666666,1
0.0,1
0.4688044614848379,0
1.0,1
0.5,0
1.0,0
0.3125,1
0.5769230769230769,1
0.43333333333333335,0
1.0,1
1.0,0
0.43661971830985913,0
0.45235531628532977,0
0.5555555555555556,0
0.516100957354221,1
0.47265625,0
0.40963855421686746,1
0.5,0
0.3318925014095095,0
0.4018976618095561,0
0.4688044614848379,0
0.6666666666666666,1
0.5,0
1.0,1
0.3333333333333333,0
0.2835164835164835,0
1.0,1
0.6333333333333333,1
0.0,0
0.45235531628532977,0
0.4671248142644874,0
0.75,0
1.0,1
0.9121621621621622,1
0.6666666666666666,1
1.0,1
0.7272727272727273,1
0.4861111111111111,0
0.46831530139103555,0
0.4530617574095835,1
